yolo_conf,svm_threshold,f2,recall,precision,f1
0.6,0.5,0.819672131147541,0.7870370370370371,0.9826589595375722,0.8740359897172236
0.6,0.55,0.7994186046511628,0.7638888888888888,0.9821428571428571,0.859375
0.6,0.6,0.7994186046511628,0.7638888888888888,0.9821428571428571,0.859375
0.6,0.65,0.7961165048543689,0.7592592592592593,0.9879518072289156,0.8586387434554974
0.6,0.7,0.7838364167478091,0.7453703703703703,0.9877300613496932,0.8496042216358839
0.65,0.01,0.7658536585365854,0.7268518518518519,0.9751552795031055,0.8328912466843501
0.65,0.05,0.7658536585365854,0.7268518518518519,0.9751552795031055,0.8328912466843501
0.65,0.1,0.7658536585365854,0.7268518518518519,0.9751552795031055,0.8328912466843501
0.65,0.15,0.7658536585365854,0.7268518518518519,0.9751552795031055,0.8328912466843501
0.65,0.2,0.7658536585365854,0.7268518518518519,0.9751552795031055,0.8328912466843501
0.65,0.25,0.76171875,0.7222222222222222,0.975,0.8297872340425532
0.65,0.3,0.76171875,0.7222222222222222,0.975,0.8297872340425532
0.65,0.35,0.7575757575757576,0.7175925925925926,0.9748427672955975,0.8266666666666667
0.65,0.4,0.7492654260528894,0.7083333333333334,0.9745222929936306,0.8203753351206434
0.65,0.45,0.745829244357213,0.7037037037037037,0.9806451612903225,0.8194070080862533
0.65,0.5,0.745829244357213,0.7037037037037037,0.9806451612903225,0.8194070080862533
0.65,0.55,0.7248520710059172,0.6805555555555556,0.98,0.8032786885245902
0.65,0.6,0.7248520710059172,0.6805555555555556,0.98,0.8032786885245902
0.65,0.65,0.7213438735177866,0.6759259259259259,0.9864864864864865,0.8021978021978022
0.65,0.7,0.7086223984142715,0.6620370370370371,0.9862068965517241,0.7922437673130194
0.7,0.01,0.6519558676028084,0.6018518518518519,0.9774436090225563,0.7449856733524355
0.7,0.05,0.6519558676028084,0.6018518518518519,0.9774436090225563,0.7449856733524355
0.7,0.1,0.6519558676028084,0.6018518518518519,0.9774436090225563,0.7449856733524355
0.7,0.15,0.6519558676028084,0.6018518518518519,0.9774436090225563,0.7449856733524355
0.7,0.2,0.6519558676028084,0.6018518518518519,0.9774436090225563,0.7449856733524355
0.7,0.25,0.6475903614457831,0.5972222222222222,0.9772727272727273,0.7413793103448276
0.7,0.3,0.6475903614457831,0.5972222222222222,0.9772727272727273,0.7413793103448276
0.7,0.35,0.6432160804020101,0.5925925925925926,0.9770992366412213,0.7377521613832853
0.7,0.4,0.6344410876132931,0.5833333333333334,0.9767441860465116,0.7304347826086957
0.7,0.45,0.6306760847628657,0.5787037037037037,0.984251968503937,0.7288629737609329
0.7,0.5,0.6306760847628657,0.5787037037037037,0.984251968503937,0.7288629737609329
0.7,0.55,0.6085192697768763,0.5555555555555556,0.9836065573770492,0.7100591715976331
0.7,0.6,0.6085192697768763,0.5555555555555556,0.9836065573770492,0.7100591715976331
0.7,0.65,0.6040609137055838,0.5509259259259259,0.9834710743801653,0.7062314540059347
0.7,0.7,0.5906313645621182,0.5370370370370371,0.9830508474576272,0.6946107784431138
